"","apt_juso..duplicated.apt_juso...."
"1415","제주특별자치도 제주시 한림읍 금능리 211-3"
"1416","제주특별자치도 제주시 한림읍 금능리 240"
"1417","제주특별자치도 제주시 한림읍 금능리 362-1"
"1418","제주특별자치도 제주시 한림읍 금능리 25-3"
"1419","제주특별자치도 제주시 한림읍 금능리 177-1"
"1420","제주특별자치도 제주시 한림읍 금능리 360-3"
"1421","제주특별자치도 제주시 한림읍 금능리 459-1"
"1422","제주특별자치도 제주시 한림읍 금능리 1260-4"
"1423","제주특별자치도 제주시 한림읍 금능리 750-1"
"1424","제주특별자치도 제주시 한림읍 금능리 750-2"
"1425","제주특별자치도 제주시 한림읍 금능리 750-3"
"1426","제주특별자치도 제주시 한림읍 금능리 750-4"
"1427","제주특별자치도 제주시 한림읍 금능리 750-5"
"1428","제주특별자치도 제주시 한림읍 금능리 750-6"
"1429","제주특별자치도 제주시 한림읍 금능리 350-4"
"1430","제주특별자치도 제주시 한림읍 금능리 384-1"
"1431","제주특별자치도 제주시 한림읍 금능리 381-3"
"1432","제주특별자치도 제주시 한림읍 금능리 370"
"1433","제주특별자치도 제주시 한림읍 금능리 373"
"1434","제주특별자치도 제주시 한림읍 금능리 247"
"1435","제주특별자치도 제주시 한림읍 금능리 204-1"
"1436","제주특별자치도 제주시 한림읍 금능리 185"
"1437","제주특별자치도 제주시 한림읍 금능리 383"
"1438","제주특별자치도 제주시 한림읍 금능리 758-1"
"1439","제주특별자치도 제주시 한림읍 금능리 757-4"
"1440","제주특별자치도 제주시 한림읍 금능리 198-10"
"1441","제주특별자치도 제주시 한림읍 금능리 8-1"
"1442","제주특별자치도 제주시 한림읍 금능리 227"
"1443","제주특별자치도 제주시 한림읍 금능리 228"
"1444","제주특별자치도 제주시 한림읍 금능리 708"
"1445","제주특별자치도 제주시 한림읍 금능리 1632-4"
"1446","제주특별자치도 제주시 한림읍 금능리 175-1"
"1447","제주특별자치도 제주시 한림읍 금능리 515-1"
"1448","제주특별자치도 제주시 한림읍 금능리 523"
"1449","제주특별자치도 제주시 한림읍 금능리 327"
"1450","제주특별자치도 제주시 한림읍 금능리 467"
"1451","제주특별자치도 제주시 한림읍 금능리 757-1"
"1452","제주특별자치도 제주시 한림읍 금능리 350-14"
"1453","제주특별자치도 제주시 한림읍 금능리 372-6"
"1454","제주특별자치도 제주시 한림읍 금능리 1833"
"1455","제주특별자치도 제주시 한림읍 금능리 350-9"
"1456","제주특별자치도 제주시 한림읍 금능리 342"
"1457","제주특별자치도 제주시 한림읍 금능리 246-1"
"1458","제주특별자치도 제주시 한림읍 금능리 195"
"1459","제주특별자치도 제주시 한림읍 금능리 350"
"1460","제주특별자치도 제주시 한림읍 월림리 785"
"1461","제주특별자치도 제주시 한림읍 월림리 787"
"1462","제주특별자치도 제주시 한림읍 월림리 898-1"
"1463","제주특별자치도 제주시 한림읍 월림리 951-1"
"1464","제주특별자치도 제주시 한림읍 월림리 1386-1"
"1465","제주특별자치도 제주시 한림읍 월림리 1388"
"1466","제주특별자치도 제주시 한림읍 월림리 2015"
"1467","제주특별자치도 제주시 한림읍 월림리 2108-1"
"1468","제주특별자치도 제주시 한림읍 월림리 2061-1"
"1469","제주특별자치도 제주시 한림읍 월림리 904-1"
"1470","제주특별자치도 제주시 한림읍 월림리 935"
"1471","제주특별자치도 제주시 한림읍 월림리 317-2"
"1472","제주특별자치도 제주시 한림읍 월림리 186"
"1473","제주특별자치도 제주시 한림읍 월림리 187"
"1474","제주특별자치도 제주시 한림읍 월림리 243"
"1475","제주특별자치도 제주시 한림읍 월림리 244"
"1476","제주특별자치도 제주시 한림읍 월림리 218"
"1477","제주특별자치도 제주시 한림읍 월림리 810"
"1478","제주특별자치도 제주시 한림읍 월림리 808"
"1479","제주특별자치도 제주시 한림읍 월림리 813"
"1480","제주특별자치도 제주시 한림읍 월림리 807"
"1481","제주특별자치도 제주시 한림읍 월림리 986"
"1482","제주특별자치도 제주시 한림읍 월림리 988"
"1483","제주특별자치도 제주시 한림읍 월림리 2294"
"1484","제주특별자치도 제주시 한림읍 월림리 780"
"1485","제주특별자치도 제주시 한림읍 월림리 2119"
"1486","제주특별자치도 제주시 한림읍 월림리 1345"
"1487","제주특별자치도 제주시 한림읍 월림리 1343"
"1488","제주특별자치도 제주시 한림읍 월림리 2078-1"
"1489","제주특별자치도 제주시 한림읍 월림리 123"
"1490","제주특별자치도 제주시 한림읍 월림리 575-3"
"1491","제주특별자치도 제주시 한림읍 월림리 460-1"
"1492","제주특별자치도 제주시 한림읍 월림리 11"
"1493","제주특별자치도 제주시 한림읍 월림리 192"
"1494","제주특별자치도 제주시 한림읍 월림리 277"
"1495","제주특별자치도 제주시 한림읍 월림리 2321"
"1496","제주특별자치도 제주시 한림읍 월림리 749"
"1497","제주특별자치도 제주시 한림읍 월림리 176"
"1498","제주특별자치도 제주시 한림읍 월림리 115-242"
"1499","제주특별자치도 제주시 한림읍 월림리 990"
"1500","제주특별자치도 제주시 한림읍 월림리 304"
"1501","제주특별자치도 제주시 한림읍 월림리 363-2"
"1502","제주특별자치도 제주시 한림읍 월림리 834"
"1503","제주특별자치도 제주시 한림읍 월림리 1348-2"
"1504","제주특별자치도 제주시 한림읍 월림리 211"
"1505","제주특별자치도 제주시 한림읍 월림리 2076-3"
"1506","제주특별자치도 제주시 한림읍 월림리 2078-3"
"1507","제주특별자치도 제주시 한림읍 월림리 178"
"1508","제주특별자치도 제주시 한림읍 월림리 180"
"1509","제주특별자치도 제주시 한림읍 월림리 806"
"1510","제주특별자치도 제주시 한림읍 월림리 815"
"1511","제주특별자치도 제주시 한림읍 월림리 754"
"1512","제주특별자치도 제주시 한림읍 월림리 441"
"1513","제주특별자치도 제주시 한림읍 월림리 914"
"1514","제주특별자치도 제주시 한림읍 월림리 915"
"1515","제주특별자치도 제주시 애월읍 광령리 3201-1"
"1516","제주특별자치도 제주시 애월읍 광령리 3346"
"1517","제주특별자치도 제주시 애월읍 광령리 2495-1"
"1518","제주특별자치도 제주시 애월읍 광령리 3598-1"
"1519","제주특별자치도 제주시 애월읍 광령리 3541"
"1520","제주특별자치도 제주시 애월읍 광령리 1844"
"1521","제주특별자치도 제주시 애월읍 광령리 2990"
"1522","제주특별자치도 제주시 애월읍 광령리 1748-3"
"1523","제주특별자치도 제주시 애월읍 광령리 3049"
"1524","제주특별자치도 제주시 애월읍 광령리 3890-2"
"1525","제주특별자치도 제주시 애월읍 광령리 3812-2"
"1526","제주특별자치도 제주시 애월읍 광령리 3711"
"1527","제주특별자치도 제주시 애월읍 광령리 1874"
"1528","제주특별자치도 제주시 애월읍 광령리 2991-3"
"1529","제주특별자치도 제주시 애월읍 광령리 2629"
"1530","제주특별자치도 제주시 애월읍 광령리 2867"
"1531","제주특별자치도 제주시 애월읍 광령리 3461"
"1532","제주특별자치도 제주시 애월읍 광령리 595"
"1533","제주특별자치도 제주시 애월읍 광령리 595-1"
"1534","제주특별자치도 제주시 애월읍 광령리 595-2"
"1535","제주특별자치도 제주시 애월읍 광령리 3170"
"1536","제주특별자치도 제주시 애월읍 광령리 4072-1"
"1537","제주특별자치도 제주시 애월읍 광령리 4079-1"
"1538","제주특별자치도 제주시 애월읍 광령리 2788"
"1539","제주특별자치도 제주시 애월읍 광령리 1682"
"1540","제주특별자치도 제주시 애월읍 광령리 1684"
"1541","제주특별자치도 제주시 애월읍 광령리 183-2"
"1542","제주특별자치도 제주시 애월읍 광령리 919"
"1543","제주특별자치도 제주시 애월읍 광령리 4079-2"
"1544","제주특별자치도 제주시 애월읍 광령리 4082"
"1545","제주특별자치도 제주시 애월읍 광령리 4070-2"
"1546","제주특별자치도 제주시 애월읍 광령리 1873"
"1547","제주특별자치도 제주시 애월읍 광령리 151"
"1548","제주특별자치도 제주시 애월읍 광령리 4098-1"
"1549","제주특별자치도 제주시 애월읍 광령리 4015"
"1550","제주특별자치도 제주시 애월읍 광령리 4016-1"
"1551","제주특별자치도 제주시 애월읍 광령리 4016-2"
"1552","제주특별자치도 제주시 애월읍 광령리 4019-1"
"1553","제주특별자치도 제주시 애월읍 광령리 680"
"1554","제주특별자치도 제주시 애월읍 광령리 684"
"1555","제주특별자치도 제주시 애월읍 광령리 180"
"1556","제주특별자치도 제주시 애월읍 광령리 182-1"
"1557","제주특별자치도 제주시 애월읍 광령리 1815-2"
"1558","제주특별자치도 제주시 애월읍 광령리 3898-1"
"1559","제주특별자치도 제주시 애월읍 광령리 170-5"
"1560","제주특별자치도 제주시 애월읍 광령리 170-6"
"1561","제주특별자치도 제주시 애월읍 광령리 170-29"
"1562","제주특별자치도 제주시 애월읍 광령리 170-30"
"1563","제주특별자치도 제주시 애월읍 광령리 170-31"
"1564","제주특별자치도 제주시 애월읍 광령리 170-32"
"1565","제주특별자치도 제주시 애월읍 광령리 169"
"1566","제주특별자치도 제주시 애월읍 광령리 173-2"
"1567","제주특별자치도 제주시 애월읍 광령리 173-6"
"1568","제주특별자치도 제주시 애월읍 광령리 170"
"1569","제주특별자치도 제주시 애월읍 광령리 2586"
"1570","제주특별자치도 제주시 애월읍 광령리 2891"
"1571","제주특별자치도 제주시 애월읍 광령리 850"
"1572","제주특별자치도 제주시 애월읍 광령리 918-1"
"1573","제주특별자치도 제주시 애월읍 광령리 1357-8"
"1574","제주특별자치도 제주시 애월읍 광령리 2076-1"
"1575","제주특별자치도 제주시 애월읍 광령리 2289-1"
"1576","제주특별자치도 제주시 애월읍 광령리 2316-1"
"1577","제주특별자치도 제주시 애월읍 광령리 2935"
"1578","제주특별자치도 제주시 애월읍 광령리 4111-1"
"1579","제주특별자치도 제주시 애월읍 광령리 2626-1"
"1580","제주특별자치도 제주시 애월읍 광령리 3137-1"
"1581","제주특별자치도 제주시 애월읍 광령리 3138"
"1582","제주특별자치도 제주시 애월읍 광령리 2200"
"1583","제주특별자치도 제주시 애월읍 광령리 2202"
"1584","제주특별자치도 제주시 애월읍 광령리 2203"
"1585","제주특별자치도 제주시 애월읍 광령리 3929-7"
"1586","제주특별자치도 제주시 애월읍 광령리 4111-5"
"1587","제주특별자치도 제주시 애월읍 광령리 2131-4"
"1588","제주특별자치도 제주시 애월읍 광령리 152"
"1589","제주특별자치도 제주시 애월읍 광령리 2451"
"1590","제주특별자치도 제주시 애월읍 광령리 266-1"
"1591","제주특별자치도 제주시 애월읍 광령리 246"
"1592","제주특별자치도 제주시 애월읍 광령리 920"
"1593","제주특별자치도 제주시 애월읍 광령리 241"
"1594","제주특별자치도 제주시 애월읍 광령리 2136-1"
"1595","제주특별자치도 제주시 애월읍 광령리 1609-4"
"1596","제주특별자치도 제주시 애월읍 광령리 4027-1"
"1597","제주특별자치도 제주시 애월읍 광령리 3229-1"
"1598","제주특별자치도 제주시 애월읍 광령리 3227-1"
"1599","제주특별자치도 제주시 애월읍 광령리 3340-2"
"1600","제주특별자치도 제주시 애월읍 광령리 1982"
"1601","제주특별자치도 제주시 애월읍 광령리 177"
"1602","제주특별자치도 제주시 애월읍 광령리 179"
"1603","제주특별자치도 제주시 애월읍 광령리 178"
"1604","제주특별자치도 제주시 애월읍 광령리 598-2"
"1605","제주특별자치도 제주시 애월읍 광령리 599"
"1606","제주특별자치도 제주시 애월읍 광령리 600"
"1607","제주특별자치도 제주시 애월읍 광령리 603"
